ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
120816531,Photo,White-bearded Manakin,Manacus manacus,,Sage Levy,2018-10-22,2018,10,22,1600,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Project Guppy,10.6846550,-61.2905930,Adult Male,,Unspecified,"","",,,,,,,S49377951,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,,
120816521,Photo,White-bearded Manakin,Manacus manacus,,Sage Levy,2018-10-22,2018,10,22,1600,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Project Guppy,10.6846550,-61.2905930,Adult Male,,Unspecified,"","",,,,,,,S49377951,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,,
120536861,Photo,White-bearded Manakin,Manacus manacus,,Enio Moraes,2018-10-23,2018,10,23,730,Brazil,BR-SP,São Paulo,,Pesqueiro Paculândia,-23.3111290,-45.7717339,"",,Unspecified,"","",,,,,,,S49410030,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1000,986
120536851,Photo,White-bearded Manakin,Manacus manacus,,Enio Moraes,2018-10-23,2018,10,23,730,Brazil,BR-SP,São Paulo,,Pesqueiro Paculândia,-23.3111290,-45.7717339,"",,Unspecified,"","",,,,,,,S49410030,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,787,1000
119849621,Photo,White-bearded Manakin,Manacus manacus,,Lucas Vale,2018-05-12,2018,5,12,600,Brazil,BR-SP,São Paulo,,"Sitio, José Aureliano do Vale",-24.3320209,-47.4722757,"",,Unspecified,"","",,,,,,,S49343793,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,3456,4608
119849481,Photo,White-bearded Manakin,Manacus manacus,,Lucas Vale,2018-05-12,2018,5,12,600,Brazil,BR-SP,São Paulo,,"Sitio, José Aureliano do Vale",-24.3320209,-47.4722757,"",,Unspecified,"","",,,,,,,S49343793,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
119849331,Photo,White-bearded Manakin,Manacus manacus,,Lucas Vale,2018-05-12,2018,5,12,600,Brazil,BR-SP,São Paulo,,"Sitio, José Aureliano do Vale",-24.3320209,-47.4722757,"",,Unspecified,"","",,,,,,,S49343793,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,3456,4608
119849101,Photo,White-bearded Manakin,Manacus manacus,,Lucas Vale,2018-05-12,2018,5,12,600,Brazil,BR-SP,São Paulo,,"Sitio, José Aureliano do Vale",-24.3320209,-47.4722757,"",,Unspecified,"","",,,,,,,S49343793,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
119849071,Photo,White-bearded Manakin,Manacus manacus,,Lucas Vale,2018-05-12,2018,5,12,600,Brazil,BR-SP,São Paulo,,"Sitio, José Aureliano do Vale",-24.3320209,-47.4722757,"",,Unspecified,"","",,,,,,,S49343793,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,3456,4608
119341621,Photo,White-bearded Manakin,Manacus manacus,,Estela Quintero-Weldon,2018-09-22,2018,9,22,805,Colombia,CO-CUN,Cundinamarca,,Vereda Cune,5.0288739,-74.5015097,"",,Unspecified,"","",,,,,,,S48684070,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,624,936
119341611,Photo,White-bearded Manakin,Manacus manacus,,Estela Quintero-Weldon,2018-09-22,2018,9,22,805,Colombia,CO-CUN,Cundinamarca,,Vereda Cune,5.0288739,-74.5015097,"",,Unspecified,"","",,,,,,,S48684070,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,632,948
119341601,Photo,White-bearded Manakin,Manacus manacus,,Estela Quintero-Weldon,2018-09-22,2018,9,22,805,Colombia,CO-CUN,Cundinamarca,,Vereda Cune,5.0288739,-74.5015097,"",,Unspecified,"","",,,,,,,S48684070,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,714,773
119341591,Photo,White-bearded Manakin,Manacus manacus,,Estela Quintero-Weldon,2018-09-22,2018,9,22,805,Colombia,CO-CUN,Cundinamarca,,Vereda Cune,5.0288739,-74.5015097,"",,Unspecified,"","",,,,,,,S48684070,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,630,684
118228401,Photo,White-bearded Manakin,Manacus manacus,,Matthew Grube,2018-09-21,2018,9,21,632,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,"",,Unspecified,"","",,,,,,,S48648735,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1470,1952
118228391,Photo,White-bearded Manakin,Manacus manacus,,Matthew Grube,2018-09-21,2018,9,21,632,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,"",,Unspecified,"","",,,,,,,S48648735,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,1520,1261
117805791,Photo,White-bearded Manakin,Manacus manacus,,Ragupathy Kannan,2018-05-25,2018,5,25,851,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S46215139,"",,,Photo by Anant Deshwal,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1196,1794
117632631,Photo,White-bearded Manakin,Manacus manacus,,Michael Clay,2018-07-30,2018,7,30,700,Colombia,CO-CUN,Cundinamarca,,Parque Natural Maná Dulce,4.3511111,-74.6516667,"",,Unspecified,"","",,,,,,,S47548383,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,1080,1920
117632611,Photo,White-bearded Manakin,Manacus manacus,,Michael Clay,2018-07-30,2018,7,30,700,Colombia,CO-CUN,Cundinamarca,,Parque Natural Maná Dulce,4.3511111,-74.6516667,"",,Unspecified,"","",,,,,,,S47548383,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1589,2119
117632601,Photo,White-bearded Manakin,Manacus manacus,,Michael Clay,2018-07-30,2018,7,30,700,Colombia,CO-CUN,Cundinamarca,,Parque Natural Maná Dulce,4.3511111,-74.6516667,"",,Unspecified,"","",,,,,,,S47548383,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1385,1846
117521731,Photo,White-bearded Manakin,Manacus manacus,,Arthur Gomes,2016-10-12,2016,10,12,900,Brazil,BR-SP,São Paulo,,PE de Porto Ferreira,-21.8505055,-47.4276781,Adult Male,,Unspecified,"","",,,,,,,S32051641,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,3456,4608
117506891,Photo,White-bearded Manakin,Manacus manacus,,João Carlos Milanelli Milanelli,2018-10-05,2018,10,5,800,Brazil,BR-SP,São Paulo,,Ubatuba--Milanelli Ocean View,-23.4614010,-45.0547278,Adult Female,,Unspecified,"","",,,,,,,S48949944,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
117505911,Photo,White-bearded Manakin,Manacus manacus,,Ryan Zucker,2013-03-23,2013,3,23,0,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S30166243,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,,
117269741,Photo,White-bearded Manakin,Manacus manacus,,Jeff Harding,2014-05-26,2014,5,26,1030,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,Adult Male,,Unspecified,"","",,,,,,,S18597763,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,843,1260
116762401,Photo,White-bearded Manakin,Manacus manacus,,Anonymous,2018-07-25,2018,7,25,950,Brazil,BR-RJ,Rio de Janeiro,,Sitio Formigueiro do Mambucaba,-22.9635105,-44.5536858,"",,Unspecified,"","",,,,,,,S47447808,"",,,,,Manacus manacus,whbman1,Species,15475,,4.50,2,,1142,1419
116456651,Photo,White-bearded Manakin,Manacus manacus,,Marcos Eugênio Birding Guide,2018-09-05,2018,9,5,733,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,Adult Female,,Unspecified,"","",,,,,,,S48309224,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2182,3282
115687601,Photo,White-bearded Manakin,Manacus manacus,,matthew sabatine,2018-09-07,2018,9,7,908,Colombia,CO-ANT,Antioquia,,RN Cañon del Río Claro,5.8922594,-74.8552877,"",,Unspecified,"","",,,,,,,S48349165,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2476,3301
115101021,Photo,White-bearded Manakin,Manacus manacus,,Carlos Otávio Gussoni,2018-09-16,2018,9,16,622,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,Adult Male,,Unspecified,"","",,,,,,,S48541919,"",,,,Lek,Manacus manacus,whbman1,Species,15475,,3.00,1,,1451,2031
113975891,Photo,White-bearded Manakin,Manacus manacus,,Jay McGowan,2001-07-08,2001,7,8,0,Peru,PE-LOR,Loreto,,Amazon Center for Environmental Education and Research Camp,-3.0472684,-73.0865479,"",,Unspecified,"","",,,,,,,S8987871,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,634,1007
113746661,Photo,White-bearded Manakin,Manacus manacus,,"Euclides ""Kilo"" Campos",2018-09-02,2018,9,2,944,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,Adult Male,,Unspecified,"","",,,,,,,S48249265,"",,,,Male,Manacus manacus,whbman1,Species,15475,,2.00,1,,3456,4608
113313751,Photo,White-bearded Manakin,Manacus manacus,,Mike Ostrowski,2018-08-30,2018,8,30,545,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S48178143,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,770,1024
113189661,Photo,White-bearded Manakin,Manacus manacus,,fabian castillo,2018-08-30,2018,8,30,1400,Ecuador,EC-Z,Zamora-Chinchipe,,Paquisha--vicinity,-3.9329372,-78.6758766,Adult Male,,Unspecified,"","",,,,,,,S48229657,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2795,3417
113189651,Photo,White-bearded Manakin,Manacus manacus,,fabian castillo,2018-08-30,2018,8,30,1400,Ecuador,EC-Z,Zamora-Chinchipe,,Paquisha--vicinity,-3.9329372,-78.6758766,Adult Male,,Unspecified,"","",,,,,,,S48229657,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2530,3416
113023661,Photo,White-bearded Manakin,Manacus manacus,,Clive Harris,2018-08-29,2018,8,29,948,Colombia,CO-CUN,Cundinamarca,,Laguna El Tabacal,5.0263256,-74.3283141,"",,Unspecified,"","",,,,,,,S48160917,"",,,,6 together at one Lek.,Manacus manacus,whbman1,Species,15475,,3.00,1,,1487,1761
112901131,Photo,White-bearded Manakin,Manacus manacus,,Jerry Elling,2018-03-07,2018,3,7,900,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,"Asa Wright Nature Centre, Arima, Trinidad and Tobago",10.7178177,-61.2977082,"",,Unspecified,"","",,,,,,,S48177379,"",,,,Female id by orange legs and dark bill,Manacus manacus,whbman1,Species,15475,,3.50,2,,1515,2272
112630221,Photo,White-bearded Manakin,Manacus manacus,,Leticia Zimback,2018-08-16,2018,8,16,648,Brazil,BR-SP,São Paulo,,São Paulo--CeMaCAS,-23.4133540,-46.7911870,Adult Male,,Unspecified,"","",,,,,,,S48042349,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,3000,4000
111927461,Photo,White-bearded Manakin,Manacus manacus,,Stephen Gast,2013-06-20,2013,6,20,630,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Adult Female,,Unspecified,"","",,,,,,,S38738916,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2120,3180
111916271,Photo,White-bearded Manakin,Manacus manacus,,Stephen Gast,2013-06-15,2013,6,15,1500,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S38726361,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,2765,4148
111665821,Photo,White-bearded Manakin,Manacus manacus,,David Weaver,2018-07-18,2018,7,18,700,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,"",,Unspecified,"","",,,,,,,S47281985,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1104,1664
111445701,Photo,White-bearded Manakin,Manacus manacus,,Justyn Stahl,2013-01-26,2013,1,26,615,Colombia,CO-MET,Meta,,Bosque Bavaria,4.1829800,-73.6518300,"",,Unspecified,"","",,,,,,,S12902503,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1128,1693
111132391,Photo,White-bearded Manakin,Manacus manacus,,André  Zambolli,2018-08-15,2018,8,15,626,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,Adult Male,,Unspecified,"","",,,,,,,S47872222,"",,,,"Lek com cinco machos adultos e uma fêmea no seguinte ponto: -22.388292, -47.533546  https://www.hbw.com/ibc/video/white-bearded-manakin-manacus-manacus/one-adult-male  <a href=""https://youtu.be/dfTuxAlVRJE"">Video Recording</a>",Manacus manacus,whbman1,Species,15475,,3.33,3,,1667,2500
110999351,Photo,White-bearded Manakin,Manacus manacus,,Carlos Otávio Gussoni,2018-08-15,2018,8,15,626,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,Adult Male,,Unspecified,"","",,,,,,,S47860313,"",,,,"Lek com cinco machos adultos e uma fêmea no seguinte ponto: -22.388292, -47.533546  https://www.hbw.com/ibc/video/white-bearded-manakin-manacus-manacus/one-adult-male  <a href=""https://youtu.be/dfTuxAlVRJE"">Video Recording</a>",Manacus manacus,whbman1,Species,15475,,3.00,1,,1219,1706
110997951,Photo,White-bearded Manakin,Manacus manacus,,Marcos Eugênio Birding Guide,2018-07-31,2018,7,31,731,Brazil,BR-RJ,Rio de Janeiro,,Sapucaia - Distrito de Nossa Senhora Aparecida,-21.9951964,-42.8066547,Adult Male,,Unspecified,"","",,,,,,,S47566205,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2348,3429
110925681,Photo,White-bearded Manakin,Manacus manacus,,John Drummond,2013-12-05,2013,12,5,1330,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S15890739,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2765,4148
110669731,Photo,White-bearded Manakin,Manacus manacus,,Rodrigo Ferronato,2018-04-16,2018,4,16,1455,Brazil,BR-TO,Tocantins,,RPPN Canguçu e entorno,-9.9793328,-50.0365448,Adult Male,,Unspecified,"","",,,,,,,S44742622,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2463,3695
110381271,Photo,White-bearded Manakin,Manacus manacus,,João Carlos Milanelli Milanelli,2018-08-10,2018,8,10,800,Brazil,BR-SP,São Paulo,,Ubatuba--Milanelli Ocean View,-23.4614010,-45.0547278,"",,Unspecified,"","",,,,,,,S47763698,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2064,3160
110298481,Photo,White-bearded Manakin,Manacus manacus,,Mike Stake,2018-06-21,2018,6,21,1326,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S46900517,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2840,4260
110243051,Photo,White-bearded Manakin,Manacus manacus,,Laura Keene,2017-10-27,2017,10,27,730,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S47740695,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1059,1461
110242211,Photo,White-bearded Manakin,Manacus manacus,,kye jenkins,2016-02-14,2016,2,14,0,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S27775100,"",,,,"<a href=""https://www.flickr.com/photos/wwwkyebird46yahoocom/25127960611/in/dateposted/"" title=""DSC_1061""><img src=""https://farm2.staticflickr.com/1477/25127960611_1f0edf915e.jpg"" alt=""DSC_1061"" /></a>",Manacus manacus,whbman1,Species,15475,,4.00,2,,1224,1678
110195461,Photo,White-bearded Manakin,Manacus manacus,,Rodrigo Gaviria O,2018-08-06,2018,8,6,645,Colombia,CO-ANT,Antioquia,,"CO-Antioquia-La Victoria (5.9282,-74.7283)",5.9282120,-74.7282730,"",,Unspecified,"","",,,,,,,S47733347,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,865,1400
109496961,Photo,White-bearded Manakin,Manacus manacus,,Claudia Brasileiro,2013-10-05,2013,10,5,630,Brazil,BR-SP,São Paulo,,Dourado--listas históricas (considere usar uma localidade mais precisa),-22.1229332,-48.3233356,Adult Female,,Unspecified,"","",,,,,,,S47612702,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,1281,1920
109496951,Photo,White-bearded Manakin,Manacus manacus,,Claudia Brasileiro,2013-10-05,2013,10,5,630,Brazil,BR-SP,São Paulo,,Dourado--listas históricas (considere usar uma localidade mais precisa),-22.1229332,-48.3233356,Adult Male,,Unspecified,"","",,,,,,,S47612702,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,1281,1920
109051111,Photo,White-bearded Manakin,Manacus manacus,,Luiz Carlos Ramassotti,2018-07-29,2018,7,29,642,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,Adult Male,,Unspecified,"","",,,,,,,S47516436,"",,,,3 m. ad.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2687,4030
109036641,Photo,White-bearded Manakin,Manacus manacus,,Luiz Carlos Ramassotti,2018-07-29,2018,7,29,642,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,"",,Unspecified,"","",,,,,,,S47516436,"",,,,3 m. ad.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2280,3419
109036631,Photo,White-bearded Manakin,Manacus manacus,,Luiz Carlos Ramassotti,2018-07-29,2018,7,29,642,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,"",,Unspecified,"","",,,,,,,S47516436,"",,,,3 m. ad.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2518,3777
109021121,Photo,White-bearded Manakin,Manacus manacus,,Carlos Otávio Gussoni,2018-07-29,2018,7,29,642,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,Adult Male,,Unspecified,"","",,,,,,,S47520307,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1573,2202
109020311,Photo,White-bearded Manakin,Manacus manacus,,Carlos Otávio Gussoni,2018-07-29,2018,7,29,642,Brazil,BR-SP,São Paulo,,Floresta Estadual Edmundo Navarro de Andrade,-22.4053656,-47.5246668,Adult Male,,Unspecified,"","",,,,,,,S47520307,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1622,2270
108871221,Photo,White-bearded Manakin,Manacus manacus,,Peter Kaestner,2018-07-26,2018,7,26,600,Colombia,CO-ANT,Antioquia,,RN Cañon del Río Claro,5.8922594,-74.8552877,"",,Unspecified,"","",,,,,,,S47463502,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2411,3616
108871211,Photo,White-bearded Manakin,Manacus manacus,,Peter Kaestner,2018-07-26,2018,7,26,600,Colombia,CO-ANT,Antioquia,,RN Cañon del Río Claro,5.8922594,-74.8552877,"",,Unspecified,"","",,,,,,,S47463502,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2728,4092
108059691,Photo,White-bearded Manakin,Manacus manacus,,Jay Gilliam,2010-11-06,2010,11,6,0,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"","",Unspecified,"","",,,,,,,S43870785,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,Watermark,600,564
107909801,Photo,White-bearded Manakin,Manacus manacus,,Nige Hartley,2017-07-22,2017,7,22,900,Argentina,AR-N-IG,Misiones,Iguazú,PN Iguazú--Área Cataratas,-25.6833032,-54.4554520,"",,Unspecified,"","",,,,,,,S38271785,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2084,3126
107791101,Photo,White-bearded Manakin,Manacus manacus,,Guy Poisson,2012-07-31,2012,7,31,1100,Colombia,CO-MAG,Magdalena,,PNN Tayrona,11.3057760,-73.9470172,"",,Unspecified,"","",,,,,,,S20768442,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,2122,1993
107722811,Photo,White-bearded Manakin,Manacus manacus,,Hugo Hulsberg,2010-03-25,2010,3,25,700,Argentina,AR-N-GB,Misiones,General Manuel Belgrano,Yacutinga Lodge,-25.5857534,-54.0687096,Juvenile,,Unspecified,"","",,,,,,,S47242235,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1208,895
107711611,Photo,White-bearded Manakin,Manacus manacus,,Eric DeFonso 🦑,2014-08-01,2014,8,1,0,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,"",,Unspecified,"","",,,,,,,S47239957,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,734,1024
107619821,Photo,White-bearded Manakin,Manacus manacus,,Elizabeth Pierobon,2018-06-09,2018,6,9,1013,Brazil,BR-SP,São Paulo,,"Ubatuba, praia Vermelha do Sul, baixada SP (-23,512, -45,175)",-23.5120412,-45.1751084,Adult Female,,Unspecified,"","",,,,,,,S47157956,"",,,,fêmea,Manacus manacus,whbman1,Species,15475,,3.00,1,,2992,4226
107619621,Photo,White-bearded Manakin,Manacus manacus,,Elizabeth Pierobon,2018-06-09,2018,6,9,1013,Brazil,BR-SP,São Paulo,,"Ubatuba, praia Vermelha do Sul, baixada SP (-23,512, -45,175)",-23.5120412,-45.1751084,Adult Male,,Unspecified,"","",,,,,,,S47157956,"",,,,fêmea,Manacus manacus,whbman1,Species,15475,,1.00,1,,2349,3427
107618491,Photo,White-bearded Manakin,Manacus manacus,,Hugo Hulsberg,2013-10-14,2013,10,14,730,Argentina,AR-N-GB,Misiones,General Manuel Belgrano,Surucuá Reserva & Ecolodge,-25.5380539,-54.1412124,"",,Unspecified,"","",,,,,,,S47221386,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1943,1901
107593411,Photo,White-bearded Manakin,Manacus manacus,,Drew Weber,2018-05-02,2018,5,2,608,Colombia,CO-MAG,Magdalena,,Reserva Gairama,11.1566230,-74.1407220,"",,Unspecified,"","",,,,,,,S45475662,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,2,,1800,3000
107593401,Photo,White-bearded Manakin,Manacus manacus,,Drew Weber,2018-05-02,2018,5,2,608,Colombia,CO-MAG,Magdalena,,Reserva Gairama,11.1566230,-74.1407220,"",,Unspecified,"","",,,,,,,S45475662,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,2,,1800,3000
107591111,Photo,White-bearded Manakin,Manacus manacus,,Eric DeFonso 🦑,2011-12-07,2011,12,7,0,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,"",,Unspecified,"","",,,,,,,S47217072,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,734,1024
107591061,Photo,White-bearded Manakin,Manacus manacus,,Eric DeFonso 🦑,2011-12-07,2011,12,7,0,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,"",,Unspecified,"","",,,,,,,S47217072,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,746,1024
107371091,Photo,White-bearded Manakin,Manacus manacus,,Elizabeth Pierobon,2018-06-08,2018,6,8,740,Brazil,BR-SP,São Paulo,,"Ubatuba, praia Vermelha do Sul - casa, SP (-23,513, -45,172)",-23.5131423,-45.1720730,Unknown,,Unspecified,"","",,,,,,,S47157794,"",,,Incomum que uma rendeira apareça nesse jardim. Fêmea adulta ou macho imaturo. Foto para registro.,,Manacus manacus,whbman1,Species,15475,,1.00,1,,2605,3926
106990321,Photo,White-bearded Manakin,Manacus manacus,,Silvia Faustino Linhares,2018-06-27,2018,6,27,736,Brazil,BR-RJ,Rio de Janeiro,,"Guapimirim, RJ PARNASO LIMOEIRO",-22.4978596,-42.9810071,"",,Unspecified,"","",,,,,,,S47090539,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1048,1048
106926901,Photo,White-bearded Manakin,Manacus manacus,,Jorge La Rotta,2018-07-05,2018,7,5,1040,Colombia,CO-MET,Meta,,Senderos del Canajagua,3.7560258,-73.8732773,"",,Unspecified,"","",,,,,,,S47082931,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2354,2255
